"IndivYr","Date","AvgGShrub"
"140050-14",2014-07-30,32.3191787737628
"140050-14",2014-07-31,1.18246479678243
"140050-14",2014-08-01,0.181864605335864
"140050-14",2014-08-02,15.5255063086124
"140050-14",2014-08-03,0.420814773452043
"140050-14",2014-08-04,7.75870797570726
"140050-14",2014-08-05,2.75992607830353
"140050-14",2014-08-06,20.2475986847221
"140050-14",2014-08-07,13.4490990859499
"140050-14",2014-08-08,10.3787486629182
"140050-14",2014-08-09,18.4901116561949
"140050-14",2014-08-10,0.31450033408795
"140050-14",2014-08-11,3.8752190501566
"140050-14",2014-08-12,0.309900036708219
"140050-14",2014-08-13,2.30956758331512
"140050-14",2014-08-14,11.0200051745861
"140050-14",2014-08-15,22.7258756034268
"140050-14",2014-08-16,7.17063109229256
"140050-14",2014-08-17,10.0115517263801
"140050-14",2014-08-18,7.20108428177605
"140050-14",2014-08-19,61.091260346489
"140050-14",2014-08-20,27.6573558662402
"140050-14",2014-08-21,24.633644779449
"140050-14",2014-08-22,30.2210659608609
"140050-14",2014-08-23,25.0937513148855
"140050-14",2014-08-24,7.1395979850936
"140050-14",2014-08-25,51.5765956746645
"140050-14",2014-08-26,88.3567079080302
"140050-14",2014-08-27,51.611696335076
"140050-14",2014-08-28,21.4672672912548
"140050-14",2014-08-29,1.75091025515114
"140050-14",2014-08-30,23.109301548048
"140050-14",2014-08-31,4.60703456461539
"140060-14",2014-07-01,0.407656491143627
"140060-14",2014-07-02,1.04351090372259
"140060-14",2014-07-03,0.0877935856071872
"140060-14",2014-07-04,26.760231637382
"140060-14",2014-07-05,33.4491421254231
"140060-14",2014-07-06,18.892672916585
"140060-14",2014-07-07,40.6614330146624
"140060-14",2014-07-08,20.6771023754011
"140060-14",2014-07-09,12.7576443914628
"140060-14",2014-07-10,82.67333471338
"140060-14",2014-07-11,5.43115891720481
"140060-14",2014-07-12,9.42361118554056
"140060-14",2014-07-13,8.11790041726207
"140060-14",2014-07-14,8.65420290695103
"140060-14",2014-07-15,9.63075835103264
"140060-14",2014-07-16,0.724256206062786
"140060-14",2014-07-17,0.0693514517262299
"140060-14",2014-07-18,0.351402778972854
"140060-14",2014-07-19,1.26793365049824
"140060-14",2014-07-20,5.78186506687997
"140060-14",2014-07-21,0.921070565606982
"140060-14",2014-07-22,0.833716740424729
"140060-14",2014-07-23,5.72484515232037
"140060-14",2014-07-24,0.995645529810975
"140060-14",2014-07-25,0.190857059635698
"140060-14",2014-07-26,1.27867080692387
"140060-14",2014-07-27,0.148514344464332
"140060-14",2014-07-28,1.60534302074644
"140060-14",2014-07-29,1.49732825762586
"140060-14",2014-07-30,79.4016785488073
"140060-14",2014-07-31,32.612325628748
"140060-14",2014-08-01,30.9414561104304
"140060-14",2014-08-02,10.1882291489681
"140060-14",2014-08-03,11.6018707266849
"140060-14",2014-08-04,0.11278349417912
"140060-14",2014-08-05,39.2768588490052
"140060-14",2014-08-06,14.5782119666016
"140060-14",2014-08-07,26.7714987399453
"140060-14",2014-08-08,4.30103292787681
"140060-14",2014-08-09,65.5154791305793
"140060-14",2014-08-10,56.8925236414307
"140060-14",2014-08-11,26.8211367444065
"140060-14",2014-08-12,43.5097799438219
"140060-14",2014-08-13,2.99780356577163
"140060-14",2014-08-14,0.0605014312039836
"140060-14",2014-08-15,1.24254476457114
"140060-14",2014-08-16,4.53107603616266
"140060-14",2014-08-17,0.542096204098367
"140060-14",2014-08-18,72.2619081047423
"140060-14",2014-08-19,31.980356919742
"140060-14",2014-08-20,6.14606378518049
"140060-14",2014-08-21,0.731699743374694
"140060-14",2014-08-22,0.404863113826564
"140060-14",2014-08-23,1.68096707062164
"140060-14",2014-08-24,0.113908561329718
"140060-14",2014-08-25,53.6137420968937
"140060-14",2014-08-26,0.471105979936997
"140060-14",2014-08-27,35.2049045148801
"140060-14",2014-08-28,41.2950091042293
"140060-14",2014-08-29,44.5545073676758
"140060-14",2014-08-30,10.3541634964903
"140060-14",2014-08-31,0.0822297014872846
"140070-14",2014-07-01,0.178731704942091
"140070-14",2014-07-02,1.28787945871792
"140070-14",2014-07-03,0.186519080759534
"140070-14",2014-07-04,0.207818356652755
"140070-14",2014-07-05,9.59728264248781
"140070-14",2014-07-06,0.0618783793640455
"140070-14",2014-07-07,0.257748047187877
"140070-14",2014-07-08,0.0549724679410968
"140070-14",2014-07-09,0.0447854497811284
"140070-14",2014-07-10,0.0247683183212676
"140070-14",2014-07-11,25.877846507338
"140070-14",2014-07-12,1.0686504879048
"140070-14",2014-07-13,35.1592869468532
"140070-14",2014-07-14,0.67548623971625
"140070-14",2014-07-15,1.29562952207427
"140070-14",2014-07-16,0.105838987923435
"140070-14",2014-07-17,0.113821722171606
"140070-14",2014-07-18,0.0354912158846135
"140070-14",2014-07-19,11.450294280143
"140070-14",2014-07-20,0.12826038922772
"140070-14",2014-07-21,0.396274389423054
"140070-14",2014-07-22,0.15739150426163
"140070-14",2014-07-23,0.062743181726369
"140070-14",2014-07-24,10.0082047046698
"140070-14",2014-07-25,0.118696340401711
"140070-14",2014-07-26,0.159795113330842
"140070-14",2014-07-27,0.463589737604654
"140070-14",2014-07-28,0.226851255652853
"140070-14",2014-07-29,4.69610105114999
"140070-14",2014-07-30,52.0568511777583
"140070-14",2014-07-31,40.2094372378407
"140070-14",2014-08-01,0.190908077062888
"140070-14",2014-08-02,0.065140776164151
"140070-14",2014-08-03,0.17140365988906
"140070-14",2014-08-04,0.0875912477469858
"140070-14",2014-08-05,2.63600293010526
"140070-14",2014-08-06,0.0625663653945661
"140070-14",2014-08-07,0.176745428317525
"140070-14",2014-08-08,27.8907743417196
"140070-14",2014-08-09,0.422294187750255
"140070-14",2014-08-10,0.197376142879487
"140070-14",2014-08-11,26.8942106720591
"140070-14",2014-08-12,9.95852148583946
"140070-14",2014-08-13,47.6280017091177
"140070-14",2014-08-14,16.7655774895324
"140070-14",2014-08-15,0.273704438184181
"140070-14",2014-08-16,7.29648461338983
"140070-14",2014-08-17,1.04277631984886
"140070-14",2014-08-18,0.154703042939186
"140070-14",2014-08-19,0.122647794348352
"140070-14",2014-08-20,14.401899184383
"140070-14",2014-08-21,0.198209595890175
"140070-14",2014-08-22,4.71350377651061
"140070-14",2014-08-23,7.6431958058175
"140070-14",2014-08-24,5.54668253132389
"140070-14",2014-08-25,10.0681805827142
"140070-14",2014-08-26,11.9005614735234
"140070-14",2014-08-27,20.0486862845721
"140070-14",2014-08-28,16.9493955884357
"140070-14",2014-08-29,23.2278038721814
"140070-14",2014-08-30,8.47769195395617
"140070-14",2014-08-31,29.1390648892696
"140100-14",2014-07-01,23.7398721611914
"140100-14",2014-07-02,53.9455281598611
"140100-14",2014-07-03,111.40541071271
"140100-14",2014-07-04,221.39564193937
"140100-14",2014-07-05,150.842783226658
"140100-14",2014-07-06,17.8181618245881
"140100-14",2014-07-07,86.0687769046095
"140100-14",2014-07-08,173.042871747083
"140100-14",2014-07-09,39.6352710620059
"140100-14",2014-07-10,0.989620864974813
"140100-14",2014-07-11,51.4805764178157
"140100-14",2014-07-12,71.6727650852656
"140100-14",2014-07-13,99.8183212574688
"140100-14",2014-07-14,68.5409481628352
"140100-14",2014-07-15,121.838463380642
"140100-14",2014-07-16,99.5640731651279
"140100-14",2014-07-17,68.8094679216184
"140100-14",2014-07-18,6.32367491985907
"140100-14",2014-07-19,0.127112323070513
"140100-14",2014-07-20,37.7445589519051
"140100-14",2014-07-21,55.7777491810551
"140100-14",2014-07-22,53.9616061095202
"140100-14",2014-07-23,190.279835579506
"140100-14",2014-07-24,183.294748329501
"140100-14",2014-07-25,4.65146280559704
"140100-14",2014-07-26,3.71788822535245
"140100-14",2014-07-27,19.0382585320777
"140100-14",2014-07-28,97.3183351055535
"140100-14",2014-07-29,101.408132215986
"140100-14",2014-07-30,308.699938798832
"140100-14",2014-07-31,127.916761558731
"140100-14",2014-08-01,87.5242138489255
"140100-14",2014-08-02,276.163850425772
"140100-14",2014-08-03,88.171892528702
"140100-14",2014-08-04,4.32762672785735
"140100-14",2014-08-05,6.02577105299947
"140100-14",2014-08-06,6.24345427358835
"140100-14",2014-08-07,5.27801336375632
"140100-14",2014-08-08,10.5802688402881
"140100-14",2014-08-09,0.41021239269719
"140100-14",2014-08-10,15.2541185698064
"140100-14",2014-08-11,73.0275122234002
"140100-14",2014-08-12,19.1088254322746
"140100-14",2014-08-13,12.1593180622461
"140100-14",2014-08-14,31.259877149242
"140100-14",2014-08-15,0.213034011154072
"140100-14",2014-08-16,33.9714151065821
"140100-14",2014-08-17,6.36704950909363
"140100-14",2014-08-18,27.0308173681604
"140100-14",2014-08-19,16.5973947143551
"140100-14",2014-08-20,231.438499852336
"140100-14",2014-08-21,152.52064487116
"140100-14",2014-08-22,132.481011256002
"140100-14",2014-08-23,136.48691486106
"140100-14",2014-08-24,148.402602561895
"140100-14",2014-08-25,59.820691446257
"140100-14",2014-08-26,0.472991507737181
"140100-14",2014-08-27,17.4780184346563
"140100-14",2014-08-28,77.5656909376354
"140100-14",2014-08-29,152.336531948313
"140100-14",2014-08-30,104.234934092814
"140100-14",2014-08-31,156.09333334234
"140120-14",2014-07-01,12.5964109701047
"140120-14",2014-07-02,16.5082529517751
"140120-14",2014-07-03,10.3472450255092
"140120-14",2014-07-04,8.68798446991208
"140120-14",2014-07-05,14.1019066119205
"140120-14",2014-07-06,10.4298164905267
"140120-14",2014-07-07,10.2669699161137
"140120-14",2014-07-08,10.3446192447971
"140120-14",2014-07-09,59.8732454205036
"140120-14",2014-07-10,19.2586309565634
"140120-14",2014-07-11,2.11695384669294
"140120-14",2014-07-12,4.28207255305996
"140120-14",2014-07-13,319.42165902115
"140120-14",2014-07-14,217.7237162929
"140120-14",2014-07-15,377.555527170159
"140120-14",2014-07-16,181.76155166746
"140120-14",2014-07-17,15.5786617333724
"140120-14",2014-07-18,17.0928282188204
"140120-14",2014-07-19,8.06590655271419
"140120-14",2014-07-20,16.4251320622797
"140120-14",2014-07-21,213.835876708826
"140120-14",2014-07-22,212.393353075691
"140120-14",2014-07-23,379.823118778844
"140120-14",2014-07-24,482.083371842849
"140120-14",2014-07-25,318.69957164188
"140120-14",2014-07-26,4.11159545729815
"140120-14",2014-07-27,182.473058511688
"140120-14",2014-07-28,675.413553747538
"140120-14",2014-07-29,2.47907759555393
"140120-14",2014-07-30,2.73061924099768
"140120-14",2014-07-31,359.140907131011
"140120-14",2014-08-01,242.865287009318
"140120-14",2014-08-02,35.0108937625413
"140120-14",2014-08-03,198.239992227346
"140120-14",2014-08-04,236.505611120542
"140120-14",2014-08-05,159.976187231617
"140120-14",2014-08-06,245.469733094588
"140120-14",2014-08-07,97.0058753587347
"140120-14",2014-08-08,82.6250527154948
"140120-14",2014-08-09,185.243182563677
"140120-14",2014-08-10,373.884553097365
"140120-14",2014-08-11,170.840940754528
"140120-14",2014-08-12,454.02210047635
"140120-14",2014-08-13,27.559548391956
"140120-14",2014-08-14,513.42090041851
"140120-14",2014-08-15,297.074818667207
"140120-14",2014-08-16,3.91410259044826
"140120-14",2014-08-17,4.06716028052498
"140120-14",2014-08-18,2.28529572678163
"140120-14",2014-08-19,15.0995891334617
"140120-14",2014-08-20,49.0951732840379
"140120-14",2014-08-21,207.744719297876
"140120-14",2014-08-22,351.004165892154
"140120-14",2014-08-23,265.113480759524
"140120-14",2014-08-24,344.870356196767
"140120-14",2014-08-25,245.828108670142
"140120-14",2014-08-26,254.758129531909
"140120-14",2014-08-27,189.94014943618
"140120-14",2014-08-28,283.656619356679
"140120-14",2014-08-29,200.588010181307
"140120-14",2014-08-30,452.696257608023
"140120-14",2014-08-31,190.837854095411
"140290-14",2014-07-01,0.0942850039746845
"140290-14",2014-07-02,0.257240327047172
"140290-14",2014-07-03,1.47251450830326
"140290-14",2014-07-04,0.644773426634103
"140290-14",2014-07-05,0.489282238754556
"140290-14",2014-07-06,1.48791051378583
"140290-14",2014-07-07,0.139063572136752
"140290-14",2014-07-08,2.28409252302993
"140290-14",2014-07-09,3.75352977734819
"140290-14",2014-07-10,0.909940954968276
"140290-14",2014-07-11,3.1811564764133
"140290-14",2014-07-12,2.20516563751707
"140290-14",2014-07-13,0.70432083890295
"140290-14",2014-07-14,2.15714171229083
"140290-14",2014-07-15,0.223524059888547
"140290-14",2014-07-16,0.0969847134259959
"140290-14",2014-07-17,0.308726545871002
"140290-14",2014-07-18,2.95299335048981
"140290-14",2014-07-19,8.05597306173088
"140290-14",2014-07-20,14.4935319801148
"140290-14",2014-07-21,11.8059009130868
"140290-14",2014-07-22,0.489347772382592
"140290-14",2014-07-23,5.37865056678128
"140290-14",2014-07-24,67.2684446758277
"140290-14",2014-07-25,148.955484934982
"140290-14",2014-07-26,119.974410100403
"140290-14",2014-07-27,49.0010481083883
"140290-14",2014-07-28,91.3192948710109
"140290-14",2014-07-29,51.9237533907477
"140290-14",2014-07-30,37.6906686377313
"140290-14",2014-07-31,5.8124943199259
"140290-14",2014-08-01,3.68946161164441
"140290-14",2014-08-02,0.105803903296816
"140290-14",2014-08-03,0.0601158922651722
"140290-14",2014-08-04,1.78492770916877
"140290-14",2014-08-05,0.152915543955054
"140290-14",2014-08-06,0.079056413967961
"140290-14",2014-08-07,0.352348662703006
"140290-14",2014-08-08,0.0729652584166237
"140290-14",2014-08-09,0.510987004719905
"140290-14",2014-08-10,0.159718812706161
"140290-14",2014-08-11,0.293479436639149
"140290-14",2014-08-12,0.123182604364677
"140290-14",2014-08-13,0.0616088525200083
"140290-14",2014-08-14,0.0948602194168967
"140290-14",2014-08-15,0.0976517285721306
"140290-14",2014-08-16,0.0867345786617582
"140290-14",2014-08-17,0.0490676249861131
"140290-14",2014-08-18,0.105137910469955
"140290-14",2014-08-19,0.200813598005084
"140290-14",2014-08-20,0.086145722855107
"140290-14",2014-08-21,3.27665600099983
"140290-14",2014-08-22,16.9637402809495
"140290-14",2014-08-23,8.89196467675588
"140290-14",2014-08-24,6.8825379625125
"140290-14",2014-08-25,67.9631500669751
"140290-14",2014-08-26,61.982919223838
"140290-14",2014-08-27,51.7832625127126
"140290-14",2014-08-28,35.4688779341827
"140290-14",2014-08-29,52.0563524812035
"140290-14",2014-08-30,98.151465426021
"140290-14",2014-08-31,121.477405920148
"140300-14",2014-07-01,33.8847524129701
"140300-14",2014-07-02,122.763010751872
"140300-14",2014-07-03,92.0917760042082
"140300-14",2014-07-04,57.0624661613944
"140300-14",2014-07-05,115.071307844217
"140300-14",2014-07-06,63.6757630696342
"140300-14",2014-07-07,119.69451210807
"140300-14",2014-07-08,354.610340530963
"140300-14",2014-07-09,467.020736746738
"140300-14",2014-07-10,201.026561214429
"140300-14",2014-07-11,353.478007996595
"140300-14",2014-07-12,318.627874216189
"140300-14",2014-07-13,422.085665389883
"140300-14",2014-07-14,91.8321105386536
"140300-14",2014-07-15,111.46951705435
"140300-14",2014-07-16,236.972530761192
"140300-14",2014-07-17,209.717914575284
"140300-14",2014-07-18,231.513178421312
"140300-14",2014-07-19,301.257057514326
"140300-14",2014-07-20,241.334236381613
"140300-14",2014-07-21,111.506876460834
"140300-14",2014-07-22,125.039353182456
"140300-14",2014-07-23,260.974741625144
"140300-14",2014-07-24,339.785738487229
"140300-14",2014-07-25,56.6450069517524
"140300-14",2014-07-26,147.95898789169
"140300-14",2014-07-27,74.3609339702437
"140300-14",2014-07-28,74.4533161880849
"140300-14",2014-07-29,244.803673970885
"140300-14",2014-07-30,242.91798678017
"140300-14",2014-07-31,386.50748463277
"140300-14",2014-08-01,343.445910632272
"140300-14",2014-08-02,615.640850338029
"140300-14",2014-08-03,428.984265694246
"140300-14",2014-08-04,185.810562805071
"140300-14",2014-08-05,230.293268863206
"140300-14",2014-08-06,201.132976301798
"140300-14",2014-08-07,375.58847319102
"140300-14",2014-08-08,115.270648861121
"140300-14",2014-08-09,181.391301977119
"140300-14",2014-08-10,260.086019299727
"140300-14",2014-08-11,342.292035439294
"140300-14",2014-08-12,291.41185696883
"140300-14",2014-08-13,173.366315442721
"140300-14",2014-08-14,144.766812783015
"140300-14",2014-08-15,226.439632093304
"140300-14",2014-08-16,288.523913824156
"140300-14",2014-08-17,253.119689700156
"140300-14",2014-08-18,239.627681482073
"140300-14",2014-08-19,111.561119543896
"140300-14",2014-08-20,164.315569655944
"140300-14",2014-08-21,308.255496858308
"140300-14",2014-08-22,144.037978231043
"140300-14",2014-08-23,58.1960586600978
"140300-14",2014-08-24,183.843285595971
"140300-14",2014-08-25,322.180295217096
"140300-14",2014-08-26,262.074748968379
"140300-14",2014-08-27,23.5657828176406
"140300-14",2014-08-28,219.447062914626
"140300-14",2014-08-29,91.5120142327656
"140300-14",2014-08-30,283.242104486497
"140300-14",2014-08-31,3.93777440482004
"140320-14",2014-07-01,18.9168272139296
"140320-14",2014-07-02,36.0915668473463
"140320-14",2014-07-03,39.0871750053077
"140320-14",2014-07-04,46.324526501641
"140320-14",2014-07-05,24.9859433900601
"140320-14",2014-07-06,86.3249440636591
"140320-14",2014-07-07,6.94347742155988
"140320-14",2014-07-08,12.1145429310194
"140320-14",2014-07-09,22.8071893728317
"140320-14",2014-07-10,25.8085337685822
"140320-14",2014-07-11,4.67795825199169
"140320-14",2014-07-12,18.3141790157549
"140320-14",2014-07-13,22.0534374211302
"140320-14",2014-07-14,44.7960726265367
"140320-14",2014-07-15,63.1551767654559
"140320-14",2014-07-16,9.71898085602233
"140320-14",2014-07-17,36.3967816450351
"140320-14",2014-07-18,3.9081144950286
"140320-14",2014-07-19,4.24206781573264
"140320-14",2014-07-20,42.5121818671492
"140320-14",2014-07-21,77.3369734979399
"140320-14",2014-07-22,191.300137973549
"140320-14",2014-07-23,22.7848942475343
"140320-14",2014-07-24,52.4139168050478
"140320-14",2014-07-25,9.43201840043816
"140320-14",2014-07-26,31.9460617207737
"140320-14",2014-07-27,23.8164219017469
"140320-14",2014-07-28,104.76927214935
"140320-14",2014-07-29,91.3406474972976
"140320-14",2014-07-30,34.3173351480549
"140320-14",2014-07-31,143.931184569307
"140320-14",2014-08-01,328.24113460866
"140320-14",2014-08-02,95.3638945767874
"140320-14",2014-08-03,5.14143402085892
"140320-14",2014-08-04,164.738858794854
"140320-14",2014-08-05,408.941297319683
"140320-14",2014-08-06,195.239664900172
"140320-14",2014-08-07,264.641293118575
"140320-14",2014-08-08,218.501296870343
"140320-14",2014-08-09,7.46494601657011
"140320-14",2014-08-10,9.0268713522822
"140320-14",2014-08-11,97.0405782393584
"140320-14",2014-08-12,12.3974409183827
"140320-14",2014-08-13,23.7210034609432
"140320-14",2014-08-14,7.40686077213848
"140320-14",2014-08-15,75.7953946211883
"140320-14",2014-08-16,16.7576079143054
"140320-14",2014-08-17,9.58143693663565
"140320-14",2014-08-18,12.5068535840344
"140320-14",2014-08-19,8.65152480104409
"140320-14",2014-08-20,7.93983399576703
"140320-14",2014-08-21,36.479468495066
"140320-14",2014-08-22,22.6931296787259
"140320-14",2014-08-23,11.0257370130015
"140320-14",2014-08-24,2.85671101596247
"140320-14",2014-08-25,5.33876937933443
"140320-14",2014-08-26,6.45712207853464
"140320-14",2014-08-27,12.7921146337392
"140320-14",2014-08-28,7.55473987931947
"140320-14",2014-08-29,11.1870061892787
"140320-14",2014-08-30,11.1453301112799
"140320-14",2014-08-31,2.56251834909739
"140340-14",2014-07-01,33.4834382917379
"140340-14",2014-07-02,123.259883678995
"140340-14",2014-07-03,24.7026342808576
"140340-14",2014-07-04,60.6542082823152
"140340-14",2014-07-05,5.79979414040189
"140340-14",2014-07-06,2.02637651478066
"140340-14",2014-07-07,21.3661982879651
"140340-14",2014-07-08,38.3624855600826
"140340-14",2014-07-09,61.3559869881734
"140340-14",2014-07-10,40.6531354445171
"140340-14",2014-07-11,20.1900039759791
"140340-14",2014-07-12,19.9800928177108
"140340-14",2014-07-13,48.4702468954105
"140340-14",2014-07-14,63.0648228043068
"140340-14",2014-07-15,48.875551267371
"140340-14",2014-07-16,4.96690891341534
"140340-14",2014-07-17,10.6070144248441
"140340-14",2014-07-18,34.3594163096749
"140340-14",2014-07-19,12.3866765015895
"140340-14",2014-07-20,195.166109703196
"140340-14",2014-07-21,26.6041758477172
"140340-14",2014-07-22,14.2417630548344
"140340-14",2014-07-23,14.1443194875217
"140340-14",2014-07-24,34.8873482759254
"140340-14",2014-07-25,69.1584831567507
"140340-14",2014-07-26,311.203518307663
"140340-14",2014-07-27,94.4549372463208
"140340-14",2014-07-28,157.628338232751
"140340-14",2014-07-29,130.939026341512
"140340-14",2014-07-30,133.428555619413
"140340-14",2014-07-31,13.1631558778781
"140340-14",2014-08-01,217.930931457229
"140340-14",2014-08-02,136.578356837617
"140340-14",2014-08-03,29.0212101952811
"140340-14",2014-08-04,103.29805851787
"140340-14",2014-08-05,46.5271168933584
"140340-14",2014-08-06,98.5066856341975
"140340-14",2014-08-07,219.411652185022
"140340-14",2014-08-08,83.3586573869779
"140340-14",2014-08-09,31.7693631131868
"140340-14",2014-08-10,36.4635348407175
"140340-14",2014-08-11,23.2752515345909
"140340-14",2014-08-12,94.9365429675513
"140340-14",2014-08-13,93.1011459779495
"140340-14",2014-08-14,37.4536205507088
"140340-14",2014-08-15,107.340434877729
"140340-14",2014-08-16,146.230898757522
"140340-14",2014-08-17,14.7379235805584
"140340-14",2014-08-18,85.6766983947367
"140340-14",2014-08-19,89.0465808576247
"140340-14",2014-08-20,69.1571122237382
"140340-14",2014-08-21,29.2299774432889
"140340-14",2014-08-22,28.9042990663029
"140340-14",2014-08-23,22.2088034289146
"140340-14",2014-08-24,39.3134524843675
"140340-14",2014-08-25,337.267446190284
"140340-14",2014-08-26,59.3939692124606
"140340-14",2014-08-27,78.5083303274604
"140340-14",2014-08-28,87.6579881743898
"140340-14",2014-08-29,42.7599678644436
"140340-14",2014-08-30,56.9349396365303
"140340-14",2014-08-31,61.6069484871393
"140360-14",2014-07-01,182.048344970634
"140360-14",2014-07-02,15.1237996620085
"140360-14",2014-07-03,4.42277447310529
"140360-14",2014-07-04,83.4932655107149
"140360-14",2014-07-05,103.877071601411
"140360-14",2014-07-06,49.1378173905804
"140360-14",2014-07-07,212.591739188446
"140360-14",2014-07-08,168.955704710197
"140360-14",2014-07-09,239.272600689898
"140360-14",2014-07-10,123.179122830937
"140360-14",2014-07-11,50.7057346165748
"140360-14",2014-07-12,61.4110201056686
"140360-14",2014-07-13,3.50661596898341
"140360-14",2014-07-14,100.278557575728
"140360-14",2014-07-15,223.050595411061
"140360-14",2014-07-16,2.68725707307504
"140360-14",2014-07-17,7.5310795474712
"140360-14",2014-07-18,3.90640538381198
"140360-14",2014-07-19,6.26901154260204
"140360-14",2014-07-20,10.7307215872229
"140360-14",2014-07-21,15.2206662117866
"140360-14",2014-07-22,13.7246643732928
"140360-14",2014-07-23,12.8841324441729
"140360-14",2014-07-24,14.8539169988427
"140360-14",2014-07-25,49.3415852938627
"140360-14",2014-07-26,104.121187884126
"140360-14",2014-07-27,10.59740535572
"140360-14",2014-07-28,35.1892826494696
"140360-14",2014-07-29,199.045583074071
"140360-14",2014-07-30,3.6665384999976
"140360-14",2014-07-31,5.04342633130361
"140360-14",2014-08-01,177.392467313608
"140360-14",2014-08-02,203.509195008595
"140360-14",2014-08-03,112.81736061849
"140360-14",2014-08-04,116.3592162805
"140360-14",2014-08-05,213.759093826484
"140360-14",2014-08-06,467.538913119222
"140360-14",2014-08-07,370.686874139447
"140360-14",2014-08-08,201.37745329366
"140360-14",2014-08-09,212.497882883157
"140360-14",2014-08-10,198.125998692321
"140360-14",2014-08-11,154.383956527661
"140360-14",2014-08-12,45.9104060813483
"140360-14",2014-08-13,20.8158828964612
"140360-14",2014-08-14,26.3253198468074
"140360-14",2014-08-15,5.76783438277798
"140360-14",2014-08-16,52.3406587532811
"140360-14",2014-08-17,13.1709489767538
"140360-14",2014-08-18,12.1403620467966
"140360-14",2014-08-19,17.5527725992179
"140360-14",2014-08-20,237.825159326604
"140360-14",2014-08-21,122.63748431243
"140360-14",2014-08-22,8.788232200153
"140360-14",2014-08-23,0.431984791426766
