"IndivYr","Date","AvgGHerb"
"140070-14",2014-07-04,37.1347178931145
"140070-14",2014-07-05,35.764903107887
"140070-14",2014-07-06,41.5146768380503
"140070-14",2014-07-07,40.2449746552882
"140070-14",2014-07-08,47.2097310522768
"140070-14",2014-07-09,43.5642407317348
"140070-14",2014-07-10,41.1863025006578
"140070-14",2014-07-11,30.6348911034178
"140070-14",2014-07-12,42.7756241464434
"140070-14",2014-07-13,30.1041565471933
"140070-14",2014-07-14,36.4966833738997
"140070-14",2014-07-15,33.8318637428646
"140070-14",2014-07-16,43.2688995369786
"140070-14",2014-07-17,48.4730571931462
"140070-14",2014-07-18,46.7873591755578
"140070-14",2014-07-19,35.0578537672016
"140070-14",2014-07-20,48.8194582833677
"140070-14",2014-07-21,29.5431739247006
"140070-14",2014-07-22,40.1475695612379
"140070-14",2014-07-23,48.0946527087997
"140070-14",2014-07-24,36.5682488967641
"140070-14",2014-07-25,47.7935872784039
"140070-14",2014-07-26,42.9990700203929
"140070-14",2014-07-27,37.1084428041229
"140070-14",2014-07-28,42.5949290715375
"140070-14",2014-07-29,13.3828148919795
"140070-14",2014-07-30,3.27864331092242
"140070-14",2014-07-31,9.35529315738343
"140070-14",2014-08-01,36.6785937244449
"140070-14",2014-08-02,37.6312114902179
"140070-14",2014-08-03,40.3804749618471
"140070-14",2014-08-04,45.0574711839019
"140070-14",2014-08-05,37.2268019900063
"140070-14",2014-08-06,46.3353697574158
"140070-14",2014-08-07,34.0279542902002
"140070-14",2014-08-08,31.687168153627
"140070-14",2014-08-09,41.6148546483175
"140070-14",2014-08-10,41.8050556237105
"140070-14",2014-08-11,34.5966637538722
"140070-14",2014-08-12,32.3770173794885
"140070-14",2014-08-13,33.2578742292865
"140070-14",2014-08-14,28.2456831796139
"140070-14",2014-08-15,51.2791718277288
"140070-14",2014-08-16,33.5900808158897
"140070-14",2014-08-17,40.2209975139141
"140070-14",2014-08-18,42.9027263485739
"140070-14",2014-08-19,47.3873184276731
"140070-14",2014-08-20,29.5086254047478
"140070-14",2014-08-21,40.7415580482862
"140070-14",2014-08-22,31.8112238486261
"140070-14",2014-08-23,30.3588869610523
"140070-14",2014-08-24,41.8321875020664
"140070-14",2014-08-25,33.5347016632762
"140070-14",2014-08-26,34.9226468701443
"140070-14",2014-08-27,39.1356461400904
"140070-14",2014-08-28,35.6100016733534
"140070-14",2014-08-29,31.2611969433714
"140070-14",2014-08-30,30.6946885471856
"140070-14",2014-08-31,31.1523983971658
"140100-14",2014-07-01,4.14525984836123
"140100-14",2014-07-02,3.91280679209016
"140100-14",2014-07-03,4.35242541391737
"140100-14",2014-07-04,2.91059456762721
"140100-14",2014-07-05,7.24596970391676
"140100-14",2014-07-06,17.6218373389958
"140100-14",2014-07-07,2.83883936168524
"140100-14",2014-07-08,1.7039145301682
"140100-14",2014-07-09,23.6899618011922
"140100-14",2014-07-10,28.7394156305697
"140100-14",2014-07-11,7.03910603689865
"140100-14",2014-07-12,2.91965426567454
"140100-14",2014-07-13,2.62189983575653
"140100-14",2014-07-14,8.14348292270853
"140100-14",2014-07-15,2.68604470816461
"140100-14",2014-07-16,2.55096124981149
"140100-14",2014-07-17,4.40674778598416
"140100-14",2014-07-18,26.2145666496954
"140100-14",2014-07-19,31.1041137529169
"140100-14",2014-07-20,28.5246483583932
"140100-14",2014-07-21,6.93201789556797
"140100-14",2014-07-22,8.85216869380092
"140100-14",2014-07-23,2.37621882815677
"140100-14",2014-07-24,6.07207755065253
"140100-14",2014-07-25,33.8855006202722
"140100-14",2014-07-26,34.3424272483327
"140100-14",2014-07-27,14.1920478862417
"140100-14",2014-07-28,5.98994857454993
"140100-14",2014-07-29,2.86832648671422
"140100-14",2014-07-30,1.76513003229755
"140100-14",2014-07-31,2.40489737318054
"140100-14",2014-08-01,4.93593953321715
"140100-14",2014-08-02,1.40245436551693
"140100-14",2014-08-03,11.90072914145
"140100-14",2014-08-04,30.6222996570577
"140100-14",2014-08-05,27.7466344129034
"140100-14",2014-08-06,33.2896386312896
"140100-14",2014-08-07,28.6486133432921
"140100-14",2014-08-08,23.949131231633
"140100-14",2014-08-09,34.9817263357631
"140100-14",2014-08-10,22.1108211805762
"140100-14",2014-08-11,16.4248296878824
"140100-14",2014-08-12,25.506542329267
"140100-14",2014-08-13,24.9156862087873
"140100-14",2014-08-14,28.1617647990897
"140100-14",2014-08-15,45.177806437376
"140100-14",2014-08-16,23.3778793770581
"140100-14",2014-08-17,33.643222890475
"140100-14",2014-08-18,7.46783128083931
"140100-14",2014-08-19,10.5638535419201
"140100-14",2014-08-20,1.70082751281456
"140100-14",2014-08-21,0.982749790905982
"140100-14",2014-08-22,2.36486995379832
"140100-14",2014-08-23,2.58314308846185
"140100-14",2014-08-24,6.53548871514493
"140100-14",2014-08-25,17.5993895423576
"140100-14",2014-08-26,44.4420829321976
"140100-14",2014-08-27,31.4088467156803
"140100-14",2014-08-28,18.0538013623223
"140100-14",2014-08-29,3.88025449437963
"140100-14",2014-08-30,2.58037015025982
"140100-14",2014-08-31,6.80590659126754
"140120-14",2014-07-01,1.94387103334964
"140120-14",2014-07-02,1.05332355204315
"140120-14",2014-07-03,5.51378695825337
"140120-14",2014-07-04,15.6158257179846
"140120-14",2014-07-05,12.6573405970061
"140120-14",2014-07-06,7.44039508332703
"140120-14",2014-07-07,1.60033474245274
"140120-14",2014-07-08,1.79185516808479
"140120-14",2014-07-09,2.30517533433298
"140120-14",2014-07-10,7.3808603160844
"140120-14",2014-07-11,26.8907705365941
"140120-14",2014-07-12,17.8011288019592
"140120-14",2014-07-13,6.63970862841635
"140120-14",2014-07-14,9.80050151806949
"140120-14",2014-07-15,3.65345893093178
"140120-14",2014-07-16,3.94406421311253
"140120-14",2014-07-17,1.92797277541345
"140120-14",2014-07-18,3.26720278913874
"140120-14",2014-07-19,1.67542360576371
"140120-14",2014-07-20,3.56086707971533
"140120-14",2014-07-21,1.94580554153352
"140120-14",2014-07-22,2.66814205044973
"140120-14",2014-07-23,2.8846044686916
"140120-14",2014-07-24,3.75849994957595
"140120-14",2014-07-25,2.50978151373774
"140120-14",2014-07-26,2.57843484903633
"140120-14",2014-07-27,3.41400901197696
"140120-14",2014-07-28,3.64967897446278
"140120-14",2014-07-29,8.2208035623608
"140120-14",2014-07-30,9.03931033431894
"140120-14",2014-07-31,3.71207945898218
"140120-14",2014-08-01,5.65809587970797
"140120-14",2014-08-02,11.3578587270725
"140120-14",2014-08-03,1.51480118626055
"140120-14",2014-08-04,1.39614549408751
"140120-14",2014-08-05,1.52942298515452
"140120-14",2014-08-06,1.38697635232126
"140120-14",2014-08-07,2.64224624979582
"140120-14",2014-08-08,5.10468357635752
"140120-14",2014-08-09,3.51060392252821
"140120-14",2014-08-10,2.3962728801783
"140120-14",2014-08-11,3.85549151717494
"140120-14",2014-08-12,5.01267451499027
"140120-14",2014-08-13,2.61998841857645
"140120-14",2014-08-14,3.37689664959345
"140120-14",2014-08-15,10.222834922326
"140120-14",2014-08-16,26.2124343249943
"140120-14",2014-08-17,31.6695443078947
"140120-14",2014-08-18,30.8127906403153
"140120-14",2014-08-19,33.4240694278137
"140120-14",2014-08-20,17.4614411387265
"140120-14",2014-08-21,8.85266659151044
"140120-14",2014-08-22,1.22750810752731
"140120-14",2014-08-23,1.58244147520375
"140120-14",2014-08-24,1.00452752119533
"140120-14",2014-08-25,1.6642994007368
"140120-14",2014-08-26,0.835264176471096
"140120-14",2014-08-27,1.98007820633386
"140120-14",2014-08-28,1.90131291947758
"140120-14",2014-08-29,1.90342548972949
"140120-14",2014-08-30,0.806288204588388
"140120-14",2014-08-31,1.52477565780817
"140290-14",2014-07-01,35.4217747903369
"140290-14",2014-07-02,31.1831498420309
"140290-14",2014-07-03,24.4019904213641
"140290-14",2014-07-04,28.6169269603065
"140290-14",2014-07-05,29.1880148274067
"140290-14",2014-07-06,25.5596796787571
"140290-14",2014-07-07,28.3901943001652
"140290-14",2014-07-08,29.3270664631463
"140290-14",2014-07-09,23.6063993652854
"140290-14",2014-07-10,40.3730063843784
"140290-14",2014-07-11,11.4921316178502
"140290-14",2014-07-12,30.8563669037272
"140290-14",2014-07-13,27.6911668389972
"140290-14",2014-07-14,24.8137064817045
"140290-14",2014-07-15,26.8729873553287
"140290-14",2014-07-16,37.3734846303119
"140290-14",2014-07-17,32.3612530753114
"140290-14",2014-07-18,33.9310681963871
"140290-14",2014-07-19,34.5021771568372
"140290-14",2014-07-20,23.7772772054724
"140290-14",2014-07-21,18.7195198703053
"140290-14",2014-07-22,29.6135337673785
"140290-14",2014-07-23,25.8072539179514
"140290-14",2014-07-24,3.77318853022112
"140290-14",2014-07-25,2.18654660726776
"140290-14",2014-07-26,2.26096995241355
"140290-14",2014-07-27,2.70081899751748
"140290-14",2014-07-28,2.92478707216671
"140290-14",2014-07-29,2.74767633793135
"140290-14",2014-07-30,3.4161922330238
"140290-14",2014-07-31,26.6838295168862
"140290-14",2014-08-01,34.2889859858361
"140290-14",2014-08-02,37.2740166797446
"140290-14",2014-08-03,43.2799544961975
"140290-14",2014-08-04,34.1107692068731
"140290-14",2014-08-05,34.7670834103551
"140290-14",2014-08-06,51.5998260366607
"140290-14",2014-08-07,41.1388219501891
"140290-14",2014-08-08,47.4093687591174
"140290-14",2014-08-09,35.8494059820484
"140290-14",2014-08-10,43.174338442756
"140290-14",2014-08-11,34.9305716386851
"140290-14",2014-08-12,38.8049173042603
"140290-14",2014-08-13,39.9524507078505
"140290-14",2014-08-14,38.8909628520207
"140290-14",2014-08-15,35.6120315040395
"140290-14",2014-08-16,35.5573019579917
"140290-14",2014-08-17,47.5953852749409
"140290-14",2014-08-18,53.2353129086727
"140290-14",2014-08-19,33.4447370324675
"140290-14",2014-08-20,40.2636595669796
"140290-14",2014-08-21,30.784785350029
"140290-14",2014-08-22,14.8798186310053
"140290-14",2014-08-23,22.2083617479447
"140290-14",2014-08-24,20.7486629698535
"140290-14",2014-08-25,3.17760955050185
"140290-14",2014-08-26,6.05638096229995
"140290-14",2014-08-27,5.6939890380274
"140290-14",2014-08-28,3.55968665504168
"140290-14",2014-08-29,3.47085765548425
"140290-14",2014-08-30,2.65694817345234
"140290-14",2014-08-31,1.99910453261073
"140300-14",2014-07-01,10.9173899109516
"140300-14",2014-07-02,9.61154206268251
"140300-14",2014-07-03,13.9080750556376
"140300-14",2014-07-04,18.331806849088
"140300-14",2014-07-05,9.90476457678948
"140300-14",2014-07-06,11.762980130831
"140300-14",2014-07-07,7.9473021247037
"140300-14",2014-07-08,4.70832621506514
"140300-14",2014-07-09,1.29030673305345
"140300-14",2014-07-10,6.09809790504328
"140300-14",2014-07-11,9.35827115443483
"140300-14",2014-07-12,4.99747205499817
"140300-14",2014-07-13,7.28036981788126
"140300-14",2014-07-14,8.59519637186234
"140300-14",2014-07-15,11.1950923139299
"140300-14",2014-07-16,7.99074811101569
"140300-14",2014-07-17,5.37314376306686
"140300-14",2014-07-18,3.97241831861717
"140300-14",2014-07-19,2.45567080376635
"140300-14",2014-07-20,3.78538881975139
"140300-14",2014-07-21,8.62501157625607
"140300-14",2014-07-22,9.76594064304649
"140300-14",2014-07-23,2.73817881480711
"140300-14",2014-07-24,1.04033526188337
"140300-14",2014-07-25,9.01161073406014
"140300-14",2014-07-26,6.20214561581661
"140300-14",2014-07-27,15.7002170524154
"140300-14",2014-07-28,15.0321589131424
"140300-14",2014-07-29,4.69576382735133
"140300-14",2014-07-30,4.85469128858797
"140300-14",2014-07-31,1.88228714734953
"140300-14",2014-08-01,1.83200935486948
"140300-14",2014-08-02,1.55711757791888
"140300-14",2014-08-03,1.67364780668884
"140300-14",2014-08-04,3.34080066761837
"140300-14",2014-08-05,6.0691742866136
"140300-14",2014-08-06,3.86503683968201
"140300-14",2014-08-07,1.09693919130818
"140300-14",2014-08-08,2.39536996648342
"140300-14",2014-08-09,4.21933723338371
"140300-14",2014-08-10,1.75203085972424
"140300-14",2014-08-11,1.96530920607616
"140300-14",2014-08-12,4.57589104564381
"140300-14",2014-08-13,2.73395426589815
"140300-14",2014-08-14,5.62791388050679
"140300-14",2014-08-15,3.63652351875385
"140300-14",2014-08-16,3.94891587082237
"140300-14",2014-08-17,5.39550891319955
"140300-14",2014-08-18,3.64151455914589
"140300-14",2014-08-19,3.98908160826974
"140300-14",2014-08-20,2.19615782810535
"140300-14",2014-08-21,1.76294320627839
"140300-14",2014-08-22,3.14428654230299
"140300-14",2014-08-23,10.7301790539018
"140300-14",2014-08-24,4.3356989618977
"140300-14",2014-08-25,6.63496741238514
"140300-14",2014-08-26,8.15482435944983
"140300-14",2014-08-27,16.6167986757837
"140300-14",2014-08-28,8.64385562744975
"140300-14",2014-08-29,4.70943337384812
"140300-14",2014-08-30,2.23340212894488
"140300-14",2014-08-31,2.47361411275457
"140320-14",2014-07-01,23.5403104419078
"140320-14",2014-07-02,20.3161070896105
"140320-14",2014-07-03,20.4638352209318
"140320-14",2014-07-04,11.0247415017063
"140320-14",2014-07-05,10.1877046564827
"140320-14",2014-07-06,7.45111142320961
"140320-14",2014-07-07,20.6881069479552
"140320-14",2014-07-08,22.5647740349549
"140320-14",2014-07-09,15.2112650548864
"140320-14",2014-07-10,7.24878608913101
"140320-14",2014-07-11,26.2772509323544
"140320-14",2014-07-12,24.1462468941223
"140320-14",2014-07-13,16.9579626633481
"140320-14",2014-07-14,9.92263565202608
"140320-14",2014-07-15,3.87889351835885
"140320-14",2014-07-16,22.9367041968863
"140320-14",2014-07-17,21.5760567566931
"140320-14",2014-07-18,22.9164487384174
"140320-14",2014-07-19,16.9572211795339
"140320-14",2014-07-20,6.33653760420695
"140320-14",2014-07-21,6.2248182005918
"140320-14",2014-07-22,2.86777151220813
"140320-14",2014-07-23,1.60536526595868
"140320-14",2014-07-24,2.7806467791988
"140320-14",2014-07-25,2.27149897046564
"140320-14",2014-07-26,0.973644739639296
"140320-14",2014-07-27,1.27614186691988
"140320-14",2014-07-28,0.887160241568001
"140320-14",2014-07-29,1.49088935796079
"140320-14",2014-07-30,2.78569665441867
"140320-14",2014-07-31,2.36713530294491
"140320-14",2014-08-01,4.29346519522633
"140320-14",2014-08-02,0.994857329872182
"140320-14",2014-08-03,2.1318283657308
"140320-14",2014-08-04,1.28415167483512
"140320-14",2014-08-05,1.36761619145013
"140320-14",2014-08-06,3.58250830706929
"140320-14",2014-08-07,2.86758127359533
"140320-14",2014-08-08,2.63337523622528
"140320-14",2014-08-09,2.04801838890995
"140320-14",2014-08-10,2.29230192397845
"140320-14",2014-08-11,1.90454709523333
"140320-14",2014-08-12,2.14086949556554
"140320-14",2014-08-13,3.22724218123198
"140320-14",2014-08-14,1.89565880112115
"140320-14",2014-08-15,2.6810154854232
"140320-14",2014-08-16,2.7543458953033
"140320-14",2014-08-17,16.4395532849944
"140320-14",2014-08-18,11.8856940982825
"140320-14",2014-08-19,21.9509314483463
"140320-14",2014-08-20,14.0370570294204
"140320-14",2014-08-21,13.4196998969965
"140320-14",2014-08-22,5.92754078584991
"140320-14",2014-08-23,20.5264167630166
"140320-14",2014-08-24,27.2288503572537
"140320-14",2014-08-25,26.6019287007229
"140320-14",2014-08-26,27.5261070787377
"140320-14",2014-08-27,18.2676367704691
"140320-14",2014-08-28,14.8624883973855
"140320-14",2014-08-29,14.0820373342579
"140320-14",2014-08-30,15.0453611503616
"140320-14",2014-08-31,23.0893583087576
"140340-14",2014-07-01,12.7304083095059
"140340-14",2014-07-02,11.0792389684116
"140340-14",2014-07-03,12.2154778446805
"140340-14",2014-07-04,12.1862109917461
"140340-14",2014-07-05,30.825504303871
"140340-14",2014-07-06,35.746090435254
"140340-14",2014-07-07,17.7662510934414
"140340-14",2014-07-08,9.18117771488851
"140340-14",2014-07-09,8.5025966995646
"140340-14",2014-07-10,11.2745256690485
"140340-14",2014-07-11,20.1397902494478
"140340-14",2014-07-12,11.3552260565268
"140340-14",2014-07-13,9.28923018654703
"140340-14",2014-07-14,8.68480549927186
"140340-14",2014-07-15,14.5500986526598
"140340-14",2014-07-16,22.8603825615998
"140340-14",2014-07-17,30.6564027568938
"140340-14",2014-07-18,13.2066088165256
"140340-14",2014-07-19,12.3045742231109
"140340-14",2014-07-20,8.92250680643037
"140340-14",2014-07-21,11.9402287383679
"140340-14",2014-07-22,9.8948638888012
"140340-14",2014-07-23,11.036827335989
"140340-14",2014-07-24,11.2942025159327
"140340-14",2014-07-25,9.11459084473239
"140340-14",2014-07-26,2.6847429040044
"140340-14",2014-07-27,10.923670359722
"140340-14",2014-07-28,17.0521378291354
"140340-14",2014-07-29,11.3505755943828
"140340-14",2014-07-30,10.7523855550407
"140340-14",2014-07-31,17.4546423537863
"140340-14",2014-08-01,12.1746651932203
"140340-14",2014-08-02,10.6649500431073
"140340-14",2014-08-03,14.2643211026882
"140340-14",2014-08-04,15.9499240113833
"140340-14",2014-08-05,8.95038283609795
"140340-14",2014-08-06,8.17617113524543
"140340-14",2014-08-07,8.08204592326783
"140340-14",2014-08-08,14.4805889647125
"140340-14",2014-08-09,5.59877314318308
"140340-14",2014-08-10,9.56239568477333
"140340-14",2014-08-11,10.8749407982402
"140340-14",2014-08-12,9.09327535198227
"140340-14",2014-08-13,10.3570251253801
"140340-14",2014-08-14,15.6960035759986
"140340-14",2014-08-15,11.783304136327
"140340-14",2014-08-16,5.64079361338229
"140340-14",2014-08-17,15.5759450421794
"140340-14",2014-08-18,17.8746428661523
"140340-14",2014-08-19,10.0206364206259
"140340-14",2014-08-20,9.82977792360932
"140340-14",2014-08-21,13.2322401802531
"140340-14",2014-08-22,16.617024758218
"140340-14",2014-08-23,10.4013703278322
"140340-14",2014-08-24,8.27999039335139
"140340-14",2014-08-25,5.5435708823791
"140340-14",2014-08-26,10.0474596935605
"140340-14",2014-08-27,16.1561975835524
"140340-14",2014-08-28,7.49376755122824
"140340-14",2014-08-29,17.3651988913192
"140340-14",2014-08-30,12.1353565633981
"140340-14",2014-08-31,7.22088290360783
"140360-14",2014-07-01,1.94570428083885
"140360-14",2014-07-02,5.46591262752961
"140360-14",2014-07-03,6.14393662810474
"140360-14",2014-07-04,8.07601342305056
"140360-14",2014-07-05,10.5689040334772
"140360-14",2014-07-06,12.5308671585633
"140360-14",2014-07-07,2.03411648568289
"140360-14",2014-07-08,4.80783048766034
"140360-14",2014-07-09,1.88599196504173
"140360-14",2014-07-10,4.07462840288019
"140360-14",2014-07-11,13.1504259506685
"140360-14",2014-07-12,13.4460870135063
"140360-14",2014-07-13,23.1765677527449
"140360-14",2014-07-14,10.0409661803966
"140360-14",2014-07-15,3.11820367769003
"140360-14",2014-07-16,8.91326081532019
"140360-14",2014-07-17,3.33667541564375
"140360-14",2014-07-18,6.56706918467289
"140360-14",2014-07-19,6.32563201695694
"140360-14",2014-07-20,1.83490126208537
"140360-14",2014-07-21,1.00109496756037
"140360-14",2014-07-22,2.63995919928628
"140360-14",2014-07-23,3.09467909381608
"140360-14",2014-07-24,1.43844566645466
"140360-14",2014-07-25,1.84456842697951
"140360-14",2014-07-26,1.7034742883612
"140360-14",2014-07-27,1.97184958999222
"140360-14",2014-07-28,2.48351694486311
"140360-14",2014-07-29,4.30691353177494
"140360-14",2014-07-30,2.96662005931978
"140360-14",2014-07-31,1.39883137003034
"140360-14",2014-08-01,7.78021543146765
"140360-14",2014-08-02,8.64713591614173
"140360-14",2014-08-03,1.99451106618942
"140360-14",2014-08-04,8.81707071355973
"140360-14",2014-08-05,9.57097425710992
"140360-14",2014-08-06,0.951040602067117
"140360-14",2014-08-07,0.93616746636
"140360-14",2014-08-08,1.58700366880468
"140360-14",2014-08-09,2.50881552741319
"140360-14",2014-08-10,1.46847957709754
"140360-14",2014-08-11,1.27173468951181
"140360-14",2014-08-12,24.9726482811937
"140360-14",2014-08-13,22.3402360642727
"140360-14",2014-08-14,14.1402573468369
"140360-14",2014-08-15,37.1972247630961
