"IndivYr","Date","AvgGHerb","AvgGShrub"
"140050-14",2014-07-24,6.79052436432481,27.5678305161581
"140050-14",2014-07-25,7.01179498818967,96.829365873514
"140050-14",2014-07-26,1.03556705713174,228.642109043188
"140050-14",2014-07-27,3.78486946303032,127.316527225689
"140050-14",2014-07-28,9.65242545621692,83.134259914541
"140050-14",2014-07-29,4.67780584928562,41.7553087318794
"140050-14",2014-07-30,12.2619525188185,32.3191787737628
"140050-14",2014-07-31,34.7828143498599,1.18246479678243
"140050-14",2014-08-01,28.1165462625839,0.181864605335864
"140050-14",2014-08-02,23.2744928712268,15.5255063086124
"140050-14",2014-08-03,30.9047901119205,0.420814773452043
"140050-14",2014-08-04,27.6861027134282,7.75870797570726
"140050-14",2014-08-05,32.0449701059903,2.75992607830353
"140050-14",2014-08-06,21.2185968769657,20.2475986847221
"140050-14",2014-08-07,28.3915711446408,13.4490990859499
"140050-14",2014-08-08,26.5475186519479,10.3787486629182
"140050-14",2014-08-09,22.6061159545172,18.4901116561949
"140050-14",2014-08-10,34.6115046334878,0.31450033408795
"140050-14",2014-08-11,25.6659994987281,3.8752190501566
"140050-14",2014-08-12,32.9929673797246,0.309900036708219
"140050-14",2014-08-13,28.9187653589198,2.30956758331512
"140050-14",2014-08-14,23.352548653571,11.0200051745861
"140050-14",2014-08-15,30.962386428052,22.7258756034268
"140050-14",2014-08-16,27.4032721121743,7.17063109229256
"140050-14",2014-08-17,25.3006122213006,10.0115517263801
"140050-14",2014-08-18,29.8219041214622,7.20108428177605
"140050-14",2014-08-19,26.2953067216,61.091260346489
"140050-14",2014-08-20,28.8313990143308,27.6573558662402
"140050-14",2014-08-21,25.3649694233048,24.633644779449
"140050-14",2014-08-22,24.0388877304615,30.2210659608609
"140050-14",2014-08-23,16.6962670287711,25.0937513148855
"140050-14",2014-08-24,20.7573181896441,7.1395979850936
"140050-14",2014-08-25,8.0988947048076,51.5765956746645
"140050-14",2014-08-26,6.87927860893547,88.3567079080302
"140050-14",2014-08-27,16.1969751248576,51.611696335076
"140050-14",2014-08-28,26.9816242693709,21.4672672912548
"140050-14",2014-08-29,28.0170523959482,1.75091025515114
"140050-14",2014-08-30,25.065548115864,23.109301548048
"140050-14",2014-08-31,10.0147860129015,4.60703456461539
"140060-14",2014-07-01,29.5859126124136,0.407656491143627
"140060-14",2014-07-02,14.6125145216095,1.04351090372259
"140060-14",2014-07-03,13.7205442617425,0.0877935856071872
"140060-14",2014-07-04,20.3529574316729,26.760231637382
"140060-14",2014-07-05,17.0644808760662,33.4491421254231
"140060-14",2014-07-06,14.1418669616432,18.892672916585
"140060-14",2014-07-07,13.8535953564139,40.6614330146624
"140060-14",2014-07-08,12.8658219163808,20.6771023754011
"140060-14",2014-07-09,15.3779090959155,12.7576443914628
"140060-14",2014-07-10,7.69321875687408,82.67333471338
"140060-14",2014-07-11,24.7443423207123,5.43115891720481
"140060-14",2014-07-12,17.3024040653025,9.42361118554056
"140060-14",2014-07-13,20.2013199777615,8.11790041726207
"140060-14",2014-07-14,21.0848250779282,8.65420290695103
"140060-14",2014-07-15,23.8304068616525,9.63075835103264
"140060-14",2014-07-16,33.1935431554487,0.724256206062786
"140060-14",2014-07-17,33.2228122954786,0.0693514517262299
"140060-14",2014-07-18,27.4848292496549,0.351402778972854
"140060-14",2014-07-19,24.4926234637453,1.26793365049824
"140060-14",2014-07-20,25.6106657766936,5.78186506687997
"140060-14",2014-07-21,35.1973427465304,0.921070565606982
"140060-14",2014-07-22,22.753654926197,0.833716740424729
"140060-14",2014-07-23,24.0006677743934,5.72484515232037
"140060-14",2014-07-24,21.8511496102069,0.995645529810975
"140060-14",2014-07-25,20.7145675349508,0.190857059635698
"140060-14",2014-07-26,31.1771259700654,1.27867080692387
"140060-14",2014-07-27,22.9132971307051,0.148514344464332
"140060-14",2014-07-28,28.6316008796942,1.60534302074644
"140060-14",2014-07-29,19.6554875805457,1.49732825762586
"140060-14",2014-07-30,27.0094302220149,79.4016785488073
"140060-14",2014-07-31,26.6863250456019,32.612325628748
"140060-14",2014-08-01,22.5419125713563,30.9414561104304
"140060-14",2014-08-02,24.6313142067437,10.1882291489681
"140060-14",2014-08-03,30.8965449243418,11.6018707266849
"140060-14",2014-08-04,42.0766193868451,0.11278349417912
"140060-14",2014-08-05,26.5065371309027,39.2768588490052
"140060-14",2014-08-06,24.2848138139654,14.5782119666016
"140060-14",2014-08-07,22.8122256162248,26.7714987399453
"140060-14",2014-08-08,35.1171341079724,4.30103292787681
"140060-14",2014-08-09,26.0599385451001,65.5154791305793
"140060-14",2014-08-10,24.5194298925857,56.8925236414307
"140060-14",2014-08-11,23.3593271576877,26.8211367444065
"140060-14",2014-08-12,29.5924072034571,43.5097799438219
"140060-14",2014-08-13,27.9113372065593,2.99780356577163
"140060-14",2014-08-14,45.9006522967068,0.0605014312039836
"140060-14",2014-08-15,28.1474866042231,1.24254476457114
"140060-14",2014-08-16,43.0949534597807,4.53107603616266
"140060-14",2014-08-17,20.3897068792891,0.542096204098367
"140060-14",2014-08-18,23.9873309623652,72.2619081047423
"140060-14",2014-08-19,30.3465453943069,31.980356919742
"140060-14",2014-08-20,24.5082495301881,6.14606378518049
"140060-14",2014-08-21,35.4967670180242,0.731699743374694
"140060-14",2014-08-22,43.0273771924973,0.404863113826564
"140060-14",2014-08-23,35.0119317621816,1.68096707062164
"140060-14",2014-08-24,28.6340890752437,0.113908561329718
"140060-14",2014-08-25,26.7603302127672,53.6137420968937
"140060-14",2014-08-26,31.7835952108316,0.471105979936997
"140060-14",2014-08-27,29.2415170583037,35.2049045148801
"140060-14",2014-08-28,29.5470862147764,41.2950091042293
"140060-14",2014-08-29,32.5812708315892,44.5545073676758
"140060-14",2014-08-30,31.881492987064,10.3541634964903
"140060-14",2014-08-31,30.8765278496148,0.0822297014872846
"140070-14",2014-07-01,44.3321293552313,0.178731704942091
"140070-14",2014-07-02,33.0803240363347,1.28787945871792
"140070-14",2014-07-03,40.0793932819851,0.186519080759534
"140070-14",2014-07-04,37.1347178931145,0.207818356652755
"140070-14",2014-07-05,35.764903107887,9.59728264248781
"140070-14",2014-07-06,41.5146768380503,0.0618783793640455
"140070-14",2014-07-07,40.2449746552882,0.257748047187877
"140070-14",2014-07-08,47.2097310522768,0.0549724679410968
"140070-14",2014-07-09,43.5642407317348,0.0447854497811284
"140070-14",2014-07-10,41.1863025006578,0.0247683183212676
"140070-14",2014-07-11,30.6348911034178,25.877846507338
"140070-14",2014-07-12,42.7756241464434,1.0686504879048
"140070-14",2014-07-13,30.1041565471933,35.1592869468532
"140070-14",2014-07-14,36.4966833738997,0.67548623971625
"140070-14",2014-07-15,33.8318637428646,1.29562952207427
"140070-14",2014-07-16,43.2688995369786,0.105838987923435
"140070-14",2014-07-17,48.4730571931462,0.113821722171606
"140070-14",2014-07-18,46.7873591755578,0.0354912158846135
"140070-14",2014-07-19,35.0578537672016,11.450294280143
"140070-14",2014-07-20,48.8194582833677,0.12826038922772
"140070-14",2014-07-21,29.5431739247006,0.396274389423054
"140070-14",2014-07-22,40.1475695612379,0.15739150426163
"140070-14",2014-07-23,48.0946527087997,0.062743181726369
"140070-14",2014-07-24,36.5682488967641,10.0082047046698
"140070-14",2014-07-25,47.7935872784039,0.118696340401711
"140070-14",2014-07-26,42.9990700203929,0.159795113330842
"140070-14",2014-07-27,37.1084428041229,0.463589737604654
"140070-14",2014-07-28,42.5949290715375,0.226851255652853
"140070-14",2014-07-29,13.3828148919795,4.69610105114999
"140070-14",2014-07-30,3.27864331092242,52.0568511777583
"140070-14",2014-07-31,9.35529315738343,40.2094372378407
"140070-14",2014-08-01,36.6785937244449,0.190908077062888
"140070-14",2014-08-02,37.6312114902179,0.065140776164151
"140070-14",2014-08-03,40.3804749618471,0.17140365988906
"140070-14",2014-08-04,45.0574711839019,0.0875912477469858
"140070-14",2014-08-05,37.2268019900063,2.63600293010526
"140070-14",2014-08-06,46.3353697574158,0.0625663653945661
"140070-14",2014-08-07,34.0279542902002,0.176745428317525
"140070-14",2014-08-08,31.687168153627,27.8907743417196
"140070-14",2014-08-09,41.6148546483175,0.422294187750255
"140070-14",2014-08-10,41.8050556237105,0.197376142879487
"140070-14",2014-08-11,34.5966637538722,26.8942106720591
"140070-14",2014-08-12,32.3770173794885,9.95852148583946
"140070-14",2014-08-13,33.2578742292865,47.6280017091177
"140070-14",2014-08-14,28.2456831796139,16.7655774895324
"140070-14",2014-08-15,51.2791718277288,0.273704438184181
"140070-14",2014-08-16,33.5900808158897,7.29648461338983
"140070-14",2014-08-17,40.2209975139141,1.04277631984886
"140070-14",2014-08-18,42.9027263485739,0.154703042939186
"140070-14",2014-08-19,47.3873184276731,0.122647794348352
"140070-14",2014-08-20,29.5086254047478,14.401899184383
"140070-14",2014-08-21,40.7415580482862,0.198209595890175
"140070-14",2014-08-22,31.8112238486261,4.71350377651061
"140070-14",2014-08-23,30.3588869610523,7.6431958058175
"140070-14",2014-08-24,41.8321875020664,5.54668253132389
"140070-14",2014-08-25,33.5347016632762,10.0681805827142
"140070-14",2014-08-26,34.9226468701443,11.9005614735234
"140070-14",2014-08-27,39.1356461400904,20.0486862845721
"140070-14",2014-08-28,35.6100016733534,16.9493955884357
"140070-14",2014-08-29,31.2611969433714,23.2278038721814
"140070-14",2014-08-30,30.6946885471856,8.47769195395617
"140070-14",2014-08-31,31.1523983971658,29.1390648892696
"140100-14",2014-07-01,4.14525984836123,23.7398721611914
"140100-14",2014-07-02,3.91280679209016,53.9455281598611
"140100-14",2014-07-03,4.35242541391737,111.40541071271
"140100-14",2014-07-04,2.91059456762721,221.39564193937
"140100-14",2014-07-05,7.24596970391676,150.842783226658
"140100-14",2014-07-06,17.6218373389958,17.8181618245881
"140100-14",2014-07-07,2.83883936168524,86.0687769046095
"140100-14",2014-07-08,1.7039145301682,173.042871747083
"140100-14",2014-07-09,23.6899618011922,39.6352710620059
"140100-14",2014-07-10,28.7394156305697,0.989620864974813
"140100-14",2014-07-11,7.03910603689865,51.4805764178157
"140100-14",2014-07-12,2.91965426567454,71.6727650852656
"140100-14",2014-07-13,2.62189983575653,99.8183212574688
"140100-14",2014-07-14,8.14348292270853,68.5409481628352
"140100-14",2014-07-15,2.68604470816461,121.838463380642
"140100-14",2014-07-16,2.55096124981149,99.5640731651279
"140100-14",2014-07-17,4.40674778598416,68.8094679216184
"140100-14",2014-07-18,26.2145666496954,6.32367491985907
"140100-14",2014-07-19,31.1041137529169,0.127112323070513
"140100-14",2014-07-20,28.5246483583932,37.7445589519051
"140100-14",2014-07-21,6.93201789556797,55.7777491810551
"140100-14",2014-07-22,8.85216869380092,53.9616061095202
"140100-14",2014-07-23,2.37621882815677,190.279835579506
"140100-14",2014-07-24,6.07207755065253,183.294748329501
"140100-14",2014-07-25,33.8855006202722,4.65146280559704
"140100-14",2014-07-26,34.3424272483327,3.71788822535245
"140100-14",2014-07-27,14.1920478862417,19.0382585320777
"140100-14",2014-07-28,5.98994857454993,97.3183351055535
"140100-14",2014-07-29,2.86832648671422,101.408132215986
"140100-14",2014-07-30,1.76513003229755,308.699938798832
"140100-14",2014-07-31,2.40489737318054,127.916761558731
"140100-14",2014-08-01,4.93593953321715,87.5242138489255
"140100-14",2014-08-02,1.40245436551693,276.163850425772
"140100-14",2014-08-03,11.90072914145,88.171892528702
"140100-14",2014-08-04,30.6222996570577,4.32762672785735
"140100-14",2014-08-05,27.7466344129034,6.02577105299947
"140100-14",2014-08-06,33.2896386312896,6.24345427358835
"140100-14",2014-08-07,28.6486133432921,5.27801336375632
"140100-14",2014-08-08,23.949131231633,10.5802688402881
"140100-14",2014-08-09,34.9817263357631,0.41021239269719
"140100-14",2014-08-10,22.1108211805762,15.2541185698064
"140100-14",2014-08-11,16.4248296878824,73.0275122234002
"140100-14",2014-08-12,25.506542329267,19.1088254322746
"140100-14",2014-08-13,24.9156862087873,12.1593180622461
"140100-14",2014-08-14,28.1617647990897,31.259877149242
"140100-14",2014-08-15,45.177806437376,0.213034011154072
"140100-14",2014-08-16,23.3778793770581,33.9714151065821
"140100-14",2014-08-17,33.643222890475,6.36704950909363
"140100-14",2014-08-18,7.46783128083931,27.0308173681604
"140100-14",2014-08-19,10.5638535419201,16.5973947143551
"140100-14",2014-08-20,1.70082751281456,231.438499852336
"140100-14",2014-08-21,0.982749790905982,152.52064487116
"140100-14",2014-08-22,2.36486995379832,132.481011256002
"140100-14",2014-08-23,2.58314308846185,136.48691486106
"140100-14",2014-08-24,6.53548871514493,148.402602561895
"140100-14",2014-08-25,17.5993895423576,59.820691446257
"140100-14",2014-08-26,44.4420829321976,0.472991507737181
"140100-14",2014-08-27,31.4088467156803,17.4780184346563
"140100-14",2014-08-28,18.0538013623223,77.5656909376354
"140100-14",2014-08-29,3.88025449437963,152.336531948313
"140100-14",2014-08-30,2.58037015025982,104.234934092814
"140100-14",2014-08-31,6.80590659126754,156.09333334234
"140120-14",2014-07-01,1.94387103334964,12.5964109701047
"140120-14",2014-07-02,1.05332355204315,16.5082529517751
"140120-14",2014-07-03,5.51378695825337,10.3472450255092
"140120-14",2014-07-04,15.6158257179846,8.68798446991208
"140120-14",2014-07-05,12.6573405970061,14.1019066119205
"140120-14",2014-07-06,7.44039508332703,10.4298164905267
"140120-14",2014-07-07,1.60033474245274,10.2669699161137
"140120-14",2014-07-08,1.79185516808479,10.3446192447971
"140120-14",2014-07-09,2.30517533433298,59.8732454205036
"140120-14",2014-07-10,7.3808603160844,19.2586309565634
"140120-14",2014-07-11,26.8907705365941,2.11695384669294
"140120-14",2014-07-12,17.8011288019592,4.28207255305996
"140120-14",2014-07-13,6.63970862841635,319.42165902115
"140120-14",2014-07-14,9.80050151806949,217.7237162929
"140120-14",2014-07-15,3.65345893093178,377.555527170159
"140120-14",2014-07-16,3.94406421311253,181.76155166746
"140120-14",2014-07-17,1.92797277541345,15.5786617333724
"140120-14",2014-07-18,3.26720278913874,17.0928282188204
"140120-14",2014-07-19,1.67542360576371,8.06590655271419
"140120-14",2014-07-20,3.56086707971533,16.4251320622797
"140120-14",2014-07-21,1.94580554153352,213.835876708826
"140120-14",2014-07-22,2.66814205044973,212.393353075691
"140120-14",2014-07-23,2.8846044686916,379.823118778844
"140120-14",2014-07-24,3.75849994957595,482.083371842849
"140120-14",2014-07-25,2.50978151373774,318.69957164188
"140120-14",2014-07-26,2.57843484903633,4.11159545729815
"140120-14",2014-07-27,3.41400901197696,182.473058511688
"140120-14",2014-07-28,3.64967897446278,675.413553747538
"140120-14",2014-07-29,8.2208035623608,2.47907759555393
"140120-14",2014-07-30,9.03931033431894,2.73061924099768
"140120-14",2014-07-31,3.71207945898218,359.140907131011
"140120-14",2014-08-01,5.65809587970797,242.865287009318
"140120-14",2014-08-02,11.3578587270725,35.0108937625413
"140120-14",2014-08-03,1.51480118626055,198.239992227346
"140120-14",2014-08-04,1.39614549408751,236.505611120542
"140120-14",2014-08-05,1.52942298515452,159.976187231617
"140120-14",2014-08-06,1.38697635232126,245.469733094588
"140120-14",2014-08-07,2.64224624979582,97.0058753587347
"140120-14",2014-08-08,5.10468357635752,82.6250527154948
"140120-14",2014-08-09,3.51060392252821,185.243182563677
"140120-14",2014-08-10,2.3962728801783,373.884553097365
"140120-14",2014-08-11,3.85549151717494,170.840940754528
"140120-14",2014-08-12,5.01267451499027,454.02210047635
"140120-14",2014-08-13,2.61998841857645,27.559548391956
"140120-14",2014-08-14,3.37689664959345,513.42090041851
"140120-14",2014-08-15,10.222834922326,297.074818667207
"140120-14",2014-08-16,26.2124343249943,3.91410259044826
"140120-14",2014-08-17,31.6695443078947,4.06716028052498
"140120-14",2014-08-18,30.8127906403153,2.28529572678163
"140120-14",2014-08-19,33.4240694278137,15.0995891334617
"140120-14",2014-08-20,17.4614411387265,49.0951732840379
"140120-14",2014-08-21,8.85266659151044,207.744719297876
"140120-14",2014-08-22,1.22750810752731,351.004165892154
"140120-14",2014-08-23,1.58244147520375,265.113480759524
"140120-14",2014-08-24,1.00452752119533,344.870356196767
"140120-14",2014-08-25,1.6642994007368,245.828108670142
"140120-14",2014-08-26,0.835264176471096,254.758129531909
"140120-14",2014-08-27,1.98007820633386,189.94014943618
"140120-14",2014-08-28,1.90131291947758,283.656619356679
"140120-14",2014-08-29,1.90342548972949,200.588010181307
"140120-14",2014-08-30,0.806288204588388,452.696257608023
"140120-14",2014-08-31,1.52477565780817,190.837854095411
"140290-14",2014-07-01,35.4217747903369,0.0942850039746845
"140290-14",2014-07-02,31.1831498420309,0.257240327047172
"140290-14",2014-07-03,24.4019904213641,1.47251450830326
"140290-14",2014-07-04,28.6169269603065,0.644773426634103
"140290-14",2014-07-05,29.1880148274067,0.489282238754556
"140290-14",2014-07-06,25.5596796787571,1.48791051378583
"140290-14",2014-07-07,28.3901943001652,0.139063572136752
"140290-14",2014-07-08,29.3270664631463,2.28409252302993
"140290-14",2014-07-09,23.6063993652854,3.75352977734819
"140290-14",2014-07-10,40.3730063843784,0.909940954968276
"140290-14",2014-07-11,11.4921316178502,3.1811564764133
"140290-14",2014-07-12,30.8563669037272,2.20516563751707
"140290-14",2014-07-13,27.6911668389972,0.70432083890295
"140290-14",2014-07-14,24.8137064817045,2.15714171229083
"140290-14",2014-07-15,26.8729873553287,0.223524059888547
"140290-14",2014-07-16,37.3734846303119,0.0969847134259959
"140290-14",2014-07-17,32.3612530753114,0.308726545871002
"140290-14",2014-07-18,33.9310681963871,2.95299335048981
"140290-14",2014-07-19,34.5021771568372,8.05597306173088
"140290-14",2014-07-20,23.7772772054724,14.4935319801148
"140290-14",2014-07-21,18.7195198703053,11.8059009130868
"140290-14",2014-07-22,29.6135337673785,0.489347772382592
"140290-14",2014-07-23,25.8072539179514,5.37865056678128
"140290-14",2014-07-24,3.77318853022112,67.2684446758277
"140290-14",2014-07-25,2.18654660726776,148.955484934982
"140290-14",2014-07-26,2.26096995241355,119.974410100403
"140290-14",2014-07-27,2.70081899751748,49.0010481083883
"140290-14",2014-07-28,2.92478707216671,91.3192948710109
"140290-14",2014-07-29,2.74767633793135,51.9237533907477
"140290-14",2014-07-30,3.4161922330238,37.6906686377313
"140290-14",2014-07-31,26.6838295168862,5.8124943199259
"140290-14",2014-08-01,34.2889859858361,3.68946161164441
"140290-14",2014-08-02,37.2740166797446,0.105803903296816
"140290-14",2014-08-03,43.2799544961975,0.0601158922651722
"140290-14",2014-08-04,34.1107692068731,1.78492770916877
"140290-14",2014-08-05,34.7670834103551,0.152915543955054
"140290-14",2014-08-06,51.5998260366607,0.079056413967961
"140290-14",2014-08-07,41.1388219501891,0.352348662703006
"140290-14",2014-08-08,47.4093687591174,0.0729652584166237
"140290-14",2014-08-09,35.8494059820484,0.510987004719905
"140290-14",2014-08-10,43.174338442756,0.159718812706161
"140290-14",2014-08-11,34.9305716386851,0.293479436639149
"140290-14",2014-08-12,38.8049173042603,0.123182604364677
"140290-14",2014-08-13,39.9524507078505,0.0616088525200083
"140290-14",2014-08-14,38.8909628520207,0.0948602194168967
"140290-14",2014-08-15,35.6120315040395,0.0976517285721306
"140290-14",2014-08-16,35.5573019579917,0.0867345786617582
"140290-14",2014-08-17,47.5953852749409,0.0490676249861131
"140290-14",2014-08-18,53.2353129086727,0.105137910469955
"140290-14",2014-08-19,33.4447370324675,0.200813598005084
"140290-14",2014-08-20,40.2636595669796,0.086145722855107
"140290-14",2014-08-21,30.784785350029,3.27665600099983
"140290-14",2014-08-22,14.8798186310053,16.9637402809495
"140290-14",2014-08-23,22.2083617479447,8.89196467675588
"140290-14",2014-08-24,20.7486629698535,6.8825379625125
"140290-14",2014-08-25,3.17760955050185,67.9631500669751
"140290-14",2014-08-26,6.05638096229995,61.982919223838
"140290-14",2014-08-27,5.6939890380274,51.7832625127126
"140290-14",2014-08-28,3.55968665504168,35.4688779341827
"140290-14",2014-08-29,3.47085765548425,52.0563524812035
"140290-14",2014-08-30,2.65694817345234,98.151465426021
"140290-14",2014-08-31,1.99910453261073,121.477405920148
"140300-14",2014-07-01,10.9173899109516,33.8847524129701
"140300-14",2014-07-02,9.61154206268251,122.763010751872
"140300-14",2014-07-03,13.9080750556376,92.0917760042082
"140300-14",2014-07-04,18.331806849088,57.0624661613944
"140300-14",2014-07-05,9.90476457678948,115.071307844217
"140300-14",2014-07-06,11.762980130831,63.6757630696342
"140300-14",2014-07-07,7.9473021247037,119.69451210807
"140300-14",2014-07-08,4.70832621506514,354.610340530963
"140300-14",2014-07-09,1.29030673305345,467.020736746738
"140300-14",2014-07-10,6.09809790504328,201.026561214429
"140300-14",2014-07-11,9.35827115443483,353.478007996595
"140300-14",2014-07-12,4.99747205499817,318.627874216189
"140300-14",2014-07-13,7.28036981788126,422.085665389883
"140300-14",2014-07-14,8.59519637186234,91.8321105386536
"140300-14",2014-07-15,11.1950923139299,111.46951705435
"140300-14",2014-07-16,7.99074811101569,236.972530761192
"140300-14",2014-07-17,5.37314376306686,209.717914575284
"140300-14",2014-07-18,3.97241831861717,231.513178421312
"140300-14",2014-07-19,2.45567080376635,301.257057514326
"140300-14",2014-07-20,3.78538881975139,241.334236381613
"140300-14",2014-07-21,8.62501157625607,111.506876460834
"140300-14",2014-07-22,9.76594064304649,125.039353182456
"140300-14",2014-07-23,2.73817881480711,260.974741625144
"140300-14",2014-07-24,1.04033526188337,339.785738487229
"140300-14",2014-07-25,9.01161073406014,56.6450069517524
"140300-14",2014-07-26,6.20214561581661,147.95898789169
"140300-14",2014-07-27,15.7002170524154,74.3609339702437
"140300-14",2014-07-28,15.0321589131424,74.4533161880849
"140300-14",2014-07-29,4.69576382735133,244.803673970885
"140300-14",2014-07-30,4.85469128858797,242.91798678017
"140300-14",2014-07-31,1.88228714734953,386.50748463277
"140300-14",2014-08-01,1.83200935486948,343.445910632272
"140300-14",2014-08-02,1.55711757791888,615.640850338029
"140300-14",2014-08-03,1.67364780668884,428.984265694246
"140300-14",2014-08-04,3.34080066761837,185.810562805071
"140300-14",2014-08-05,6.0691742866136,230.293268863206
"140300-14",2014-08-06,3.86503683968201,201.132976301798
"140300-14",2014-08-07,1.09693919130818,375.58847319102
"140300-14",2014-08-08,2.39536996648342,115.270648861121
"140300-14",2014-08-09,4.21933723338371,181.391301977119
"140300-14",2014-08-10,1.75203085972424,260.086019299727
"140300-14",2014-08-11,1.96530920607616,342.292035439294
"140300-14",2014-08-12,4.57589104564381,291.41185696883
"140300-14",2014-08-13,2.73395426589815,173.366315442721
"140300-14",2014-08-14,5.62791388050679,144.766812783015
"140300-14",2014-08-15,3.63652351875385,226.439632093304
"140300-14",2014-08-16,3.94891587082237,288.523913824156
"140300-14",2014-08-17,5.39550891319955,253.119689700156
"140300-14",2014-08-18,3.64151455914589,239.627681482073
"140300-14",2014-08-19,3.98908160826974,111.561119543896
"140300-14",2014-08-20,2.19615782810535,164.315569655944
"140300-14",2014-08-21,1.76294320627839,308.255496858308
